172.16.2.12|202.43.195.13|0.0.0.0|0|0|6|340|1191849927|1191849931|1239|80|27|6|0|0|10229|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|16|1029|1191850122|1191850126|1249|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|10|697|1191850126|1191850129|1250|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|10|712|1191850129|1191850132|1251|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|538|1191850129|1191850132|1252|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|689|1191850132|1191850139|1253|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|7|602|1191850143|1191850146|1258|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|7|602|1191850146|1191850149|1260|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|566|1191850146|1191850149|1261|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|563|1191850149|1191850152|1262|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|564|1191850149|1191850152|1263|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|7|591|1191850152|1191850155|1264|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|561|1191850152|1191850155|1265|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|550|1191850155|1191850158|1266|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|553|1191850155|1191850158|1267|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|552|1191850158|1191850161|1272|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|544|1191850158|1191850161|1273|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|555|1191850161|1191850164|1275|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|546|1191850161|1191850164|1276|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|551|1191850164|1191850167|1277|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|553|1191850164|1191850167|1278|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|550|1191850167|1191850170|1279|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|551|1191850167|1191850170|1280|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|553|1191850170|1191850174|1283|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|549|1191850176|1191850179|1287|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|556|1191850177|1191850179|1288|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|633|1191850185|1191850188|1293|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|631|1191850186|1191850189|1294|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|631|1191850189|1191850191|1295|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|7|678|1191850189|1191850192|1296|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|638|1191850192|1191850195|1298|80|27|6|0|0|47381|0|0|forced_end|0|1||0
172.16.2.12|80.77.113.72|0.0.0.0|0|0|6|638|1191850192|1191850195|1299|80|27|6|0|0|47381|0|0|forced_end|0|1||0
